"assertion_id","report_id","sentence_id","evidence_id","prediction_id","attack_id","validation_status","validation_basis","review_required","checked_for_kg","kg_stage","graph_version","is_benchmark_data"
"gold::AnnoCTR::bosch_8::T1053","report::AnnoCTR::bosch_8","","","","T1053","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1055","report::AnnoCTR::bosch_8","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1059","report::AnnoCTR::bosch_8","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1105","report::AnnoCTR::bosch_8","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1115","report::AnnoCTR::bosch_8","","","","T1115","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1140","report::AnnoCTR::bosch_8","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1204","report::AnnoCTR::bosch_8","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1218","report::AnnoCTR::bosch_8","","","","T1218","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1497","report::AnnoCTR::bosch_8","","","","T1497","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1547","report::AnnoCTR::bosch_8","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1555","report::AnnoCTR::bosch_8","","","","T1555","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1562","report::AnnoCTR::bosch_8","","","","T1562","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1566","report::AnnoCTR::bosch_8","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_8::T1620","report::AnnoCTR::bosch_8","","","","T1620","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_9::T1027","report::AnnoCTR::bosch_9","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_9::T1036","report::AnnoCTR::bosch_9","","","","T1036","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_9::T1059","report::AnnoCTR::bosch_9","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_9::T1071","report::AnnoCTR::bosch_9","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_9::T1083","report::AnnoCTR::bosch_9","","","","T1083","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_9::T1547","report::AnnoCTR::bosch_9","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1027","report::AnnoCTR::bosch_10","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1055","report::AnnoCTR::bosch_10","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1059","report::AnnoCTR::bosch_10","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1105","report::AnnoCTR::bosch_10","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1547","report::AnnoCTR::bosch_10","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1562","report::AnnoCTR::bosch_10","","","","T1562","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_10::T1566","report::AnnoCTR::bosch_10","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_11::T1486","report::AnnoCTR::bosch_11","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_12::T1055","report::AnnoCTR::bosch_12","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_12::T1071","report::AnnoCTR::bosch_12","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_12::T1140","report::AnnoCTR::bosch_12","","","","T1140","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_12::T1204","report::AnnoCTR::bosch_12","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_12::T1574","report::AnnoCTR::bosch_12","","","","T1574","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_12::T1620","report::AnnoCTR::bosch_12","","","","T1620","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1005","report::AnnoCTR::bosch_13","","","","T1005","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1033","report::AnnoCTR::bosch_13","","","","T1033","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1041","report::AnnoCTR::bosch_13","","","","T1041","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1049","report::AnnoCTR::bosch_13","","","","T1049","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1059","report::AnnoCTR::bosch_13","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1070","report::AnnoCTR::bosch_13","","","","T1070","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1082","report::AnnoCTR::bosch_13","","","","T1082","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1083","report::AnnoCTR::bosch_13","","","","T1083","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1105","report::AnnoCTR::bosch_13","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_13::T1574","report::AnnoCTR::bosch_13","","","","T1574","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1005","report::AnnoCTR::bosch_14","","","","T1005","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1041","report::AnnoCTR::bosch_14","","","","T1041","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1055","report::AnnoCTR::bosch_14","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1057","report::AnnoCTR::bosch_14","","","","T1057","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1059","report::AnnoCTR::bosch_14","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1071","report::AnnoCTR::bosch_14","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1105","report::AnnoCTR::bosch_14","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1204","report::AnnoCTR::bosch_14","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1497","report::AnnoCTR::bosch_14","","","","T1497","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1547","report::AnnoCTR::bosch_14","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1566","report::AnnoCTR::bosch_14","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_14::T1568","report::AnnoCTR::bosch_14","","","","T1568","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_15::T1105","report::AnnoCTR::bosch_15","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_15::T1204","report::AnnoCTR::bosch_15","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_15::T1486","report::AnnoCTR::bosch_15","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_15::T1566","report::AnnoCTR::bosch_15","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_17::T1056","report::AnnoCTR::bosch_17","","","","T1056","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_17::T1204","report::AnnoCTR::bosch_17","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_17::T1566","report::AnnoCTR::bosch_17","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_17::T1583","report::AnnoCTR::bosch_17","","","","T1583","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_17::T1586","report::AnnoCTR::bosch_17","","","","T1586","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_17::T1614","report::AnnoCTR::bosch_17","","","","T1614","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_18::T1056","report::AnnoCTR::bosch_18","","","","T1056","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_18::T1566","report::AnnoCTR::bosch_18","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_18::T1583","report::AnnoCTR::bosch_18","","","","T1583","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_18::T1586","report::AnnoCTR::bosch_18","","","","T1586","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_19::T1059","report::AnnoCTR::bosch_19","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_19::T1102","report::AnnoCTR::bosch_19","","","","T1102","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_19::T1105","report::AnnoCTR::bosch_19","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_19::T1204","report::AnnoCTR::bosch_19","","","","T1204","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_19::T1486","report::AnnoCTR::bosch_19","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_19::T1566","report::AnnoCTR::bosch_19","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1005","report::AnnoCTR::bosch_20","","","","T1005","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1055","report::AnnoCTR::bosch_20","","","","T1055","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1059","report::AnnoCTR::bosch_20","","","","T1059","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1071","report::AnnoCTR::bosch_20","","","","T1071","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1105","report::AnnoCTR::bosch_20","","","","T1105","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1189","report::AnnoCTR::bosch_20","","","","T1189","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1486","report::AnnoCTR::bosch_20","","","","T1486","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1547","report::AnnoCTR::bosch_20","","","","T1547","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_20::T1566","report::AnnoCTR::bosch_20","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_21::T1078","report::AnnoCTR::bosch_21","","","","T1078","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_21::T1528","report::AnnoCTR::bosch_21","","","","T1528","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_21::T1557","report::AnnoCTR::bosch_21","","","","T1557","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_21::T1566","report::AnnoCTR::bosch_21","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1005","report::AnnoCTR::bosch_22","","","","T1005","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1027","report::AnnoCTR::bosch_22","","","","T1027","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1078","report::AnnoCTR::bosch_22","","","","T1078","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1098","report::AnnoCTR::bosch_22","","","","T1098","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1539","report::AnnoCTR::bosch_22","","","","T1539","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1555","report::AnnoCTR::bosch_22","","","","T1555","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1557","report::AnnoCTR::bosch_22","","","","T1557","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_22::T1566","report::AnnoCTR::bosch_22","","","","T1566","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_23::T1001","report::AnnoCTR::bosch_23","","","","T1001","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_23::T1041","report::AnnoCTR::bosch_23","","","","T1041","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_23::T1557","report::AnnoCTR::bosch_23","","","","T1557","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_24::T1190","report::AnnoCTR::bosch_24","","","","T1190","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_24::T1195","report::AnnoCTR::bosch_24","","","","T1195","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_25::T1134","report::AnnoCTR::bosch_25","","","","T1134","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_25::T1189","report::AnnoCTR::bosch_25","","","","T1189","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_25::T1539","report::AnnoCTR::bosch_25","","","","T1539","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
"gold::AnnoCTR::bosch_25::T1589","report::AnnoCTR::bosch_25","","","","T1589","validated","labeled_benchmark","False","True","initial_benchmark","v2_annoctr","True"
